lat,lon,score
47.6755360207485,-122.404594051974,1
47.6395436404008,-122.404926082512,4
47.6730960576844,-122.404535874718,1
47.6753701606979,-122.404474857014,1
47.6700148628711,-122.404504306161,2
47.6721930199199,-122.404464075882,1
47.6533260899743,-122.40466582889,2
47.6504479690404,-122.40467940798,4
47.648630246192,-122.404669428368,4
47.5732911918595,-122.405515560594,2
47.5685444381349,-122.405552061975,2
47.6697905909758,-122.404372949457,2
47.5758331046219,-122.405388950896,4
47.63475926573,-122.404719201404,1
47.5771033336304,-122.405358206522,4
47.5766951295285,-122.405362213706,4
47.5774442788615,-122.405341743218,2
47.5794231904104,-122.405297470419,4
47.5719171836425,-122.405367778653,1
47.669571978989,-122.404211781678,2
47.6772895874994,-122.404046801664,1
47.5678729787852,-122.405282137194,1
47.6703684759398,-122.404063626943,1
47.6932858977606,-122.403787160438,1
47.6703861841141,-122.404034275277,1
47.6703868653774,-122.404008819096,1
47.6395450175009,-122.404349985955,4
47.6703939199024,-122.403996082674,1
47.5702834875169,-122.405125521548,1
47.6758335733072,-122.403896667948,1
47.5631643180128,-122.405162488072,2
47.6504478431034,-122.404129266201,2
47.6770237537452,-122.403739427795,1
47.5719339810171,-122.404887404927,1
47.5669805566919,-122.404930975738,2
47.6449938301094,-122.40396450234,1
47.5669030262535,-122.404830843643,1
47.5623828773755,-122.404850309596,4
47.6764225356549,-122.40351403439,1
47.6787901285936,-122.403467270178,1
47.6739155820307,-122.403517744155,5
47.6748631338753,-122.403505966917,4
47.6758092925748,-122.403495492092,4
47.6713104000702,-122.403545226355,2
47.6721905692719,-122.403533931552,5
47.6650624797454,-122.403569493821,4
47.6583358997601,-122.403578673803,4
47.6776119119371,-122.40333736426,1
47.6540497501449,-122.403592886126,4
47.6504477208978,-122.403607982956,4
47.6486312971631,-122.403612863454,4
47.6378135274535,-122.403725221563,5
47.6468166127982,-122.403617946765,4
47.6449990281503,-122.403636899765,4
47.635894640741,-122.403729459101,4
47.5666755359017,-122.404512193047,1
47.639547405289,-122.403684527624,4
47.5745212088602,-122.404186600523,1
47.6794397760785,-122.402982428121,1
47.6788057779525,-122.402963637253,1
47.5624888945448,-122.404274292111,2
47.5784718683101,-122.404038885871,2
47.5794592531389,-122.404013253856,4
47.6651679822537,-122.403036274571,2
47.5618099541525,-122.40413588932,2
47.5780641864256,-122.403944658581,2
47.6600529771754,-122.40298488042,1
47.6640226489455,-122.402916690022,1
47.6686007354813,-122.402836747351,2
47.6576172697579,-122.402934183259,1
47.6607857835371,-122.402861622473,1
47.5708126370692,-122.403871986575,3
47.6801919438357,-122.402623600259,1
47.568535747638,-122.403852432373,2
47.5702670607375,-122.403829741686,3
47.572204114363,-122.403782242626,4
47.6413503066986,-122.402978284513,4
47.6734356087776,-122.402572212921,2
47.5766730179301,-122.403625920128,1
47.5794536187252,-122.403566130618,2
47.6576784769991,-122.40262328798,1
47.6624459451822,-122.40255526964,4
47.6613092223438,-122.40255813483,3
47.659527404832,-122.402527749066,1
47.6879240445562,-122.402088518698,4
47.5758093075108,-122.403335338559,1
47.6695506108208,-122.402267022746,1
47.6386327933562,-122.4026117919,4
47.6809429688494,-122.402124730496,2
47.6585550661108,-122.4023688541,4
47.6801892335537,-122.402120019879,4
47.679435718688,-122.402115306699,4
47.6765351622515,-122.402132627259,1
47.678226306928,-122.402109854467,4
47.6648342105158,-122.402261884508,1
47.6580842475605,-122.402334099543,1
47.6906484955555,-122.401956132252,2
47.5617110444283,-122.403407297378,1
47.6567540401511,-122.402268743237,1
47.6558626611304,-122.402273310533,4
47.6540530568515,-122.402274914716,4
47.65224443096,-122.402280852437,4
47.6504471093532,-122.402288527087,4
47.6486327416891,-122.402294068364,4
47.6468185633717,-122.402299971273,4
47.6431844259627,-122.402337533856,4
47.6411665111582,-122.402359695794,4
47.6395490544199,-122.402377459449,4
47.6450015984495,-122.402306768191,4
47.6686046892048,-122.402024402722,1
47.5649391532105,-122.403167538699,2
47.6686044456507,-122.401940596039,2
47.5790943944772,-122.402942789216,2
47.6734318563339,-122.401779590885,2
47.5639396208343,-122.40300254175,1
47.6379053487243,-122.402086302327,3
47.5649217805683,-122.402906447022,4
47.5667500089101,-122.402883349146,4
47.5703855737428,-122.402823606031,5
47.5718381166171,-122.402802989976,2
47.5721926974718,-122.402796219599,1
47.6642200111015,-122.401747444199,2
47.6626100248372,-122.4016997144,2
47.6576803760574,-122.401619367471,1
47.6816482507679,-122.401095411213,3
47.6809353372791,-122.401090735072,4
47.6801813919198,-122.401085794043,4
47.6782204581758,-122.401095607554,4
47.6794280382903,-122.401080853339,4
47.6691021964231,-122.401194656974,1
47.6343510037834,-122.401574911917,1
47.6757963801946,-122.401060058445,4
47.6686095442043,-122.401141920533,4
47.6748497266651,-122.401069875663,4
47.6765294486939,-122.401051162573,4
47.6770095489876,-122.401045339644,4
47.6695459587041,-122.401129992826,4
47.6704237241545,-122.401118813642,4
47.6713010656769,-122.401108953637,4
47.6721815525274,-122.401099053075,4
47.6739030421526,-122.401079696786,4
47.5599397854002,-122.402322461727,1
47.5809657167361,-122.402082841121,1
47.6607053590042,-122.40093666911,1
47.5596071367881,-122.402072482857,4
47.6935236885894,-122.400541251056,1
47.6599893067257,-122.400924273732,1
47.6978818150137,-122.400452505829,1
47.6598666880666,-122.40088698702,2
47.6593071810309,-122.400888629985,4
47.6576817059693,-122.400893409557,4
47.6558659917054,-122.400896300965,4
47.6540564891679,-122.400899436608,4
47.6522477573384,-122.40090542313,4
47.6504464565141,-122.400913135464,4
47.6675356960717,-122.400704450728,2
47.6486342333778,-122.400918728091,4
47.6392399439276,-122.401016318733,4
47.6468227074465,-122.400925830963,4
47.6450042119297,-122.400945450975,4
47.6431866845134,-122.400965055177,4
47.6395559804747,-122.401000055368,4
47.6787779618491,-122.40052062409,1
47.6857430756216,-122.400423107436,1
47.683123806843,-122.400412042114,3
47.559274859368,-122.401817034529,1
47.5667415660747,-122.401665055243,4
47.5685672898526,-122.401638580691,4
47.5602873221354,-122.401729418437,1
47.5599318298164,-122.401728536475,1
47.633191346183,-122.400837339033,1
47.6867388395078,-122.400208983329,1
47.5816154717684,-122.40139434533,1
47.563170127516,-122.401553575065,2
47.5649055335159,-122.401527189456,4
47.6344817580447,-122.40067898066,1
47.6786785005071,-122.40007507986,1
47.5827736502009,-122.401128800354,1
47.6391092020982,-122.400389810866,3
47.5576364567526,-122.401242391669,2
47.5592678946953,-122.401218109963,1
47.6905589397692,-122.399678246883,3
47.582407193775,-122.400914260917,2
47.6450056506537,-122.400192525805,1
47.6431879159703,-122.400211618252,1
47.6816426829887,-122.399748000759,4
47.6809296578529,-122.399743852194,4
47.6801757078855,-122.399739465883,4
47.6613121156393,-122.399793448811,1
47.6948543320055,-122.398669440027,2
47.6937353894395,-122.399318426688,4
47.6646396728632,-122.399638585668,4
47.5832180894845,-122.400551063958,4
47.6359052168099,-122.399941144332,4
47.6849304521962,-122.399364259676,4
47.5813794562846,-122.400521458119,1
47.5615731275728,-122.400707468133,1
47.5830676598515,-122.400380319239,4
47.6576839769317,-122.399517971273,4
47.663856798609,-122.399443986174,2
47.6558682941159,-122.39952077036,4
47.6613124680462,-122.399453738454,4
47.6625159440855,-122.399430956093,1
47.6540593960446,-122.399523951301,4
47.6609885717905,-122.399442264722,1
47.687193936032,-122.399129784823,1
47.6522500247762,-122.399529987182,4
47.6504455876894,-122.399537745143,4
47.6395567952243,-122.399630827339,4
47.6391073490314,-122.39962932532,5
47.6333516006644,-122.399688795173,1
47.5805348868539,-122.400231367076,1
47.5585068163004,-122.400466563513,1
47.5826303248726,-122.400183428615,1
47.5790854450586,-122.400188384957,4
47.637733397969,-122.399509235027,4
47.5798213226784,-122.400153298313,1
47.6704158676245,-122.399080730157,3
47.5648897903853,-122.400192107025,4
47.5718033933298,-122.400108512256,2
47.5775988176693,-122.40003247004,2
47.5703538916371,-122.400109506168,4
47.6970243730923,-122.398628292571,1
47.663723260286,-122.398913847719,1
47.5839226056318,-122.399758493248,1
47.6450077976173,-122.399044584382,1
47.5775937888747,-122.399782837498,2
47.6431899281894,-122.398973731671,1
47.6377368954258,-122.399034140617,2
47.6905729316984,-122.398327379685,5
47.6951355135077,-122.398259090297,1
47.6960146918953,-122.398245677729,1
47.6964135564245,-122.398239598365,1
47.6971446580779,-122.398228442384,1
47.6823520035554,-122.398397671427,4
47.5823593035049,-122.399534056454,4
47.6816388176135,-122.398394258925,4
47.6809256336831,-122.398390851775,4
47.686741007962,-122.39831422707,4
47.6802124287519,-122.39838743889,4
47.6830853398589,-122.398351525462,4
47.6794647251311,-122.398383865395,4
47.6849086579939,-122.398311633001,4
47.6626894750329,-122.398565966853,3
47.6787161525419,-122.398380285582,4
47.699290851024,-122.398122996679,1
47.6758246484249,-122.398365979028,4
47.6729679595213,-122.398370004014,4
47.6978751743358,-122.398062561613,2
47.6721769243352,-122.398348323224,4
47.6709291355416,-122.398328911755,4
47.5635720838155,-122.399554482237,1
47.670199045907,-122.398324021307,4
47.6694967755062,-122.398321914101,4
47.6686241797032,-122.398317853214,4
47.667539956498,-122.398313608866,4
47.6636105292583,-122.398292925423,1
47.6625825064907,-122.398293798849,2
47.6600674794302,-122.398263351482,4
47.661307031721,-122.398222176783,4
47.5782506013303,-122.399162386965,1
47.6576860907572,-122.398227605919,4
47.6558704382985,-122.398231257213,4
47.6540611780614,-122.398234890799,4
47.6522521339326,-122.398240770486,4
47.6504447579167,-122.398247287965,4
47.5844306239181,-122.399002093965,2
47.6486336299636,-122.398252872444,4
47.5803268682133,-122.399035129241,1
47.6468194679731,-122.398262647077,4
47.6431910181562,-122.398299854789,4
47.6382043062517,-122.398352246237,4
47.6395574578729,-122.398337088407,4
47.5809848384857,-122.398926873635,1
47.58396348515,-122.398826636004,3
47.6944250336771,-122.397542021625,1
47.5603375217382,-122.399077805605,1
47.5648249711625,-122.398857173753,4
47.5667016963761,-122.398829637392,4
47.5685294758047,-122.398808449328,4
47.6635771329008,-122.397716382056,1
47.5626149568577,-122.398871811582,1
47.5812598593062,-122.398626757435,2
47.6377357131663,-122.397925745221,3
47.5575333655098,-122.398831564881,2
47.6359111009557,-122.397888703863,4
47.5708817346116,-122.398520601281,1
47.5805102455777,-122.398389615305,1
47.6646589433915,-122.397371504307,2
47.5805098345321,-122.398334428354,2
47.5570121596299,-122.39856524377,1
47.5589913501164,-122.398535471653,1
47.6951165521631,-122.396925112467,4
47.6960146429297,-122.396912070861,4
47.6964135147318,-122.396906673967,4
47.6971190265308,-122.396896853276,4
47.5860111788676,-122.398169742764,2
47.6905688018978,-122.396930053595,4
47.6867490872733,-122.396969696544,4
47.689269614062,-122.39693869467,4
47.5544059627505,-122.398477633243,1
47.6849053648747,-122.396963150539,4
47.5710663607946,-122.398239622617,1
47.662258198222,-122.397159566485,1
47.6613100064768,-122.397155242338,4
47.5593510323748,-122.398298241142,1
47.5586542870551,-122.398285257429,1
47.6632653189987,-122.397080667681,1
47.5819894658427,-122.398009490672,1
47.5831024015293,-122.397648561191,2
47.5775641142759,-122.397990394736,4
47.578235708342,-122.397976011678,2
47.5757411081409,-122.397993789423,2
47.6382890746359,-122.397214292252,1
47.6656954168703,-122.39688589837,2
47.6583982607918,-122.396967358731,1
47.5757409677627,-122.397904726589,1
47.545547584201,-122.398237085813,3
47.6558731857565,-122.396945874751,4
47.695101695588,-122.396485131636,1
47.6351724409855,-122.397167806309,2
47.554428513756,-122.398075493489,1
47.6540649277804,-122.396923338924,4
47.6522556215376,-122.396902909097,4
47.6446074548007,-122.396949573913,4
47.6431927987959,-122.396963437176,4
47.6411554991691,-122.396985222641,4
47.6468296911327,-122.396915626262,4
47.550754068552,-122.398007659113,2
47.6395591238086,-122.396987630271,4
47.6377384119506,-122.396863290894,4
47.5556862682588,-122.39779998835,3
47.6583986813983,-122.396582603616,4
47.6576875165116,-122.396553790739,2
47.5574975250382,-122.397700352251,4
47.5169951982037,-122.398142682751,2
47.5172536161476,-122.398137941666,1
47.6988848834867,-122.396046279139,3
47.5593853708168,-122.397610021885,4
47.653161648651,-122.396531608448,1
47.5609041293791,-122.397584573793,1
47.5627735748213,-122.397554196776,1
47.5648127147136,-122.397521345253,4
47.5666804067303,-122.397491360124,4
47.5685071629573,-122.397460750078,4
47.5703140604598,-122.397434784724,4
47.5746667557762,-122.397371131897,1
47.5752632977464,-122.397362243549,1
47.575732746452,-122.397355249096,2
47.697876360524,-122.395926278271,1
47.5798300945699,-122.39727087401,3
47.5805074830498,-122.39725445466,4
47.6971039105664,-122.395911461555,1
47.5812565743878,-122.397234681855,4
47.5739255465474,-122.397314924638,1
47.5819467231801,-122.397220815312,4
47.6964241572035,-122.395882602787,1
47.696023412567,-122.395870550765,1
47.693137234922,-122.39589440847,3
47.5549851518312,-122.397452808046,1
47.6675377389099,-122.396109890155,5
47.6905703864064,-122.395831044902,4
47.583065587831,-122.397068468031,1
47.6674122252726,-122.396082633723,2
47.6576900875804,-122.396167890984,4
47.6619120185906,-122.396105788302,1
47.6613131531694,-122.396098377668,4
47.6600431214828,-122.396100527774,4
47.6953186048937,-122.3956867291,1
47.6883249391639,-122.395740838764,4
47.5611912041576,-122.397192495795,2
47.6867560720942,-122.395734404267,4
47.6849145484505,-122.395728035777,4
47.6330859200275,-122.396323675165,1
47.6975139331651,-122.395559107519,1
47.6830745822862,-122.395721669876,4
47.6823729229139,-122.395716526311,4
47.6816600677027,-122.395711191781,4
47.6576904471615,-122.395981560777,2
47.6322749350702,-122.396268542274,1
47.6809472294235,-122.395705849591,4
47.6802343608931,-122.395700510796,4
47.6794852213624,-122.395694899656,4
47.6787368544232,-122.395690944832,4
47.6780241944898,-122.395687180163,4
47.6773114881104,-122.395683422516,4
47.67659876779,-122.395679656239,4
47.6758842393565,-122.395683760833,4
47.6751804481643,-122.395677319665,4
47.6744413401128,-122.395677145283,4
47.5826581110699,-122.39672582633,1
47.6737026831122,-122.395672436414,4
47.6729733656304,-122.395667786031,4
47.672244419427,-122.395663138625,4
47.671655554157,-122.395659383889,4
47.6709265053988,-122.395654738835,4
47.670197551652,-122.395651200447,4
47.5612456007876,-122.396900876331,1
47.669470130856,-122.395647670827,4
47.5775492695688,-122.396595603181,4
47.5477519741517,-122.396921611693,3
47.6560145162366,-122.395660789197,4
47.5836589797122,-122.396475962045,1
47.6504560199173,-122.395667798024,2
47.5721125987809,-122.396564913589,2
47.6540696396234,-122.395610296278,4
47.6486556649394,-122.395640999567,2
47.6531643875314,-122.395559686595,4
47.6522595957394,-122.395563022245,4
47.6446090650852,-122.395612562606,4
47.6395601816999,-122.39567021588,4
47.6431945622668,-122.395628099683,4
47.6411562214341,-122.395650481589,4
47.6468305658779,-122.395584813082,5
47.6359188339925,-122.395704019235,4
47.6351854854272,-122.395707769925,4
47.6613169082262,-122.394328524225,2
47.6344729585807,-122.395711415912,4
47.6337601961092,-122.395715606175,4
47.5538301723996,-122.39662184788,1
47.6945885766102,-122.394994139613,1
47.6504509407038,-122.395396384437,2
47.5548616381368,-122.396485307142,1
47.6911295147776,-122.394914731954,1
47.5549417294856,-122.396402274403,2
47.5574840136041,-122.39634329383,4
47.6486421553274,-122.395268865741,2
47.5593748979573,-122.396294922522,4
47.5611834534636,-122.396242824374,4
47.5684951461659,-122.396124532281,4
47.5703014147506,-122.396101150855,4
47.6960494071733,-122.394649547568,1
47.5164715435741,-122.394211018142,1
47.631277984419,-122.395306773321,2
47.7779618048933,-122.393583487267,1
47.5542477956577,-122.396158035583,2
47.5449825715613,-122.3962544177,1
47.5152965712594,-122.396555438995,1
47.6577017919669,-122.394884512977,5
47.5175919172501,-122.396436906733,1
47.5167754524768,-122.396410865752,1
47.6886811858265,-122.394391315584,4
47.6876149790905,-122.394387012923,4
47.6867636997689,-122.394383571889,4
47.6967807928401,-122.394264316441,1
47.5883128550506,-122.39550414174,2
47.6849245598858,-122.394376280227,4
47.6905713276725,-122.394285989893,4
47.7779647175848,-122.393270663793,2
47.636692181149,-122.394877009874,4
47.6953191425865,-122.394146665497,1
47.5503757794344,-122.395816415408,2
47.6945888595886,-122.394124727261,1
47.5370120681848,-122.395918966221,1
47.6558784823764,-122.394526253783,4
47.5775404136913,-122.395407536395,4
47.5789343749702,-122.395373601607,1
47.5793833939615,-122.395362671578,2
